,title,ingredients,directions,link,source,NER
40395,Rhubarb Cake,"[""1/2 c. margarine"", ""1 1/2 c. white sugar"", ""1 1/2 tsp. cinnamon"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""1 egg"", ""2 c. flour"", ""1 tsp. soda"", ""1 c. buttermilk"", ""2 c. finely chopped rhubarb (I use 3 c.)"", ""1/2 c. sugar"", ""1/2 tsp. cinnamon""]","[""Beat well margarine, 1 1/2 cups sugar, 1 1/2 teaspoons cinnamon, salt, vanilla and egg."", ""Add alternately and beat well, flour, soda and buttermilk."", ""Fold in rhubarb."", ""Spread in 9 x 12-inch well-greased pan."", ""Top with 1/2 cup sugar and 1/2 teaspoon cinnamon."", ""Mix together and sprinkle on cake."", ""Bake at 350\u00b0 for 30 minutes or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=423029,Gathered,"[""margarine"", ""white sugar"", ""cinnamon"", ""salt"", ""vanilla"", ""egg"", ""flour"", ""soda"", ""buttermilk"", ""rhubarb"", ""sugar"", ""cinnamon""]"
41022,Irish Soda Bread,"[""4 c. flour"", ""1/4 c. sugar"", ""1/4 lb. butter"", ""2 tsp. baking powder"", ""3/4 tsp. soda"", ""1 Tbsp. salt"", ""1 beaten egg"", ""1 1/2 c. buttermilk"", ""2 Tbsp. caraway seed"", ""3/4 c. currants""]","[""Mix flour, sugar, butter, baking soda and salt in large bowl. Make a well in the center and add egg and buttermilk. Mix well. Blend in caraway seed and currants."", ""Knead until smooth, 2 to 3 minutes."", ""Form into 2 round balls and place on buttered cookie sheet."", ""Brush with beaten egg."", ""Bake in 375\u00b0 oven until well browned."", ""Cool before cutting.""]",www.cookbooks.com/Recipe-Details.aspx?id=624358,Gathered,"[""flour"", ""sugar"", ""butter"", ""baking powder"", ""soda"", ""salt"", ""egg"", ""buttermilk"", ""caraway seed"", ""currants""]"
43572,Ole Tyme Cinnamon Cookies,"[""1/2 c. butter"", ""1 egg"", ""1 tsp. vanilla"", ""1/2 tsp. soda"", ""1/4 c. sugar"", ""1 c. sugar"", ""3/4 c. buttermilk"", ""2 c. flour"", ""1/2 tsp. salt"", ""1 tsp. cinnamon""]","[""Cream butter and sugar; add egg."", ""Stir in buttermilk and vanilla."", ""Now add all dry ingredients except 1/4 cup sugar and 1 teaspoon cinnamon."", ""Chill."", ""Drop by rounded teaspoonfuls 2 inches apart on greased cookie sheet."", ""Sprinkle with sugar and cinnamon. Bake 8 to 10 minutes at 400\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=305572,Gathered,"[""butter"", ""egg"", ""vanilla"", ""soda"", ""sugar"", ""sugar"", ""buttermilk"", ""flour"", ""salt"", ""cinnamon""]"
47582,Rhubarb Bread,"[""1 1/2 c. brown sugar"", ""2/3 c. salad oil"", ""1 egg, beaten"", ""1 c. buttermilk"", ""2 1/2 c. flour"", ""1 tsp. soda"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""1/2 c. nuts"", ""1 1/2 c. chopped rhubarb""]","[""Mix in given order."", ""Put into two greased bread pans."", ""Crumble 1 tablespoon melted butter and 1/2 cup brown sugar mixture on tops."", ""Bake 1 hour at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=223628,Gathered,"[""brown sugar"", ""salad oil"", ""egg"", ""buttermilk"", ""flour"", ""soda"", ""salt"", ""vanilla"", ""nuts"", ""rhubarb""]"
48923,Chocolate Cake And Icing,"[""2 c. flour"", ""2 c. sugar"", ""1/2 tsp. salt"", ""1 tsp. soda"", ""1 stick butter or margarine"", ""1 c. water"", ""1/2 c. shortening"", ""3 Tbsp. cocoa"", ""2 eggs, lightly beaten"", ""1/2 c. buttermilk"", ""1 tsp. vanilla""]","[""Combine first 4 ingredients."", ""Bring butter, water, shortening and cocoa to boil."", ""Pour over flour mixture and mix well."", ""Add eggs, buttermilk and vanilla."", ""Bake at 350\u00b0 for 30 minutes in a 13 x 9-inch pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=1046343,Gathered,"[""flour"", ""sugar"", ""salt"", ""soda"", ""butter"", ""water"", ""shortening"", ""cocoa"", ""eggs"", ""buttermilk"", ""vanilla""]"
49754,Chocolate Devil'S Food Cake,"[""1 c. Crisco or butter"", ""1 1/2 c. sugar"", ""2 eggs"", ""1 c. buttermilk"", ""1 c. hot coffee"", ""3 c. flour, sifted"", ""1 Tbsp. cinnamon"", ""1/2 tsp. cloves"", ""1 tsp. soda"", ""1/4 tsp. salt"", ""1/2 c. chocolate"", ""1 tsp. vanilla"", ""1/4 tsp. red cake coloring""]","[""Cream Crisco and sugar; add eggs."", ""Sift and add flour and spices together with salt."", ""Dissolve chocolate in hot coffee and soda in buttermilk."", ""Stir until it foams."", ""Add to other ingredients with vanilla and cake coloring."", ""Bake 45 to 50 minutes at 350\u00b0."", ""Ice with your favorite icing such as chocolate, cream cheese or 7 minute icing.""]",www.cookbooks.com/Recipe-Details.aspx?id=564071,Gathered,"[""butter"", ""sugar"", ""eggs"", ""buttermilk"", ""hot coffee"", ""flour"", ""cinnamon"", ""cloves"", ""soda"", ""salt"", ""chocolate"", ""vanilla"", ""red cake coloring""]"
50257,Red Velvet Cake,"[""1/2 c. plus 2 tsp. butter"", ""1 1/2 c. sugar"", ""2 eggs"", ""2 oz. red food coloring"", ""2 Tbsp. cocoa"", ""1 tsp. vanilla"", ""2 1/4 c. plain flour"", ""1 tsp. salt"", ""1/2 tsp. baking powder"", ""1 c. plus 2 tsp. buttermilk"", ""1 tsp. soda"", ""1 Tbsp. vinegar""]","[""Cream butter and sugar."", ""Add eggs one at a time."", ""Add coloring, cocoa and vanilla."", ""Beat well; add sifted flour, salt and baking powder."", ""Alternate flour mixture with buttermilk."", ""Put soda in vinegar and sprinkle over batter; fold in until well blended (don't beat)."", ""Bake in three 8 inch pans at 350\u00b0 for 20 to 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=523016,Gathered,"[""butter"", ""sugar"", ""eggs"", ""red food coloring"", ""cocoa"", ""vanilla"", ""flour"", ""salt"", ""baking powder"", ""buttermilk"", ""soda"", ""vinegar""]"
50568,Italian Cream Cake,"[""1 stick butter"", ""1/2 c. shortening"", ""2 c. sugar"", ""5 egg yolks"", ""5 egg whites, beaten stiff"", ""1 tsp. salt"", ""2 c. flour (plain)"", ""1 tsp. soda"", ""1 c. buttermilk"", ""1 c. nuts"", ""1 c. coconut"", ""1 1/2 tsp. vanilla""]","[""Cream butter, shortening and sugar well. Add slightly beaten egg yolks. Dissolve soda in buttermilk and add alternately with flour to which the salt has been added. Fold in egg whites. Add coconut, nuts and vanilla. Bake in 3 (8-inch) pans at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=31810,Gathered,"[""butter"", ""shortening"", ""sugar"", ""egg yolks"", ""egg whites"", ""salt"", ""flour"", ""soda"", ""buttermilk"", ""nuts"", ""coconut"", ""vanilla""]"
50862,Aunt Sally'S Cocoa Drop Cookies,"[""1/2 c. Crisco"", ""1 c. sugar"", ""1 egg"", ""3/4 c. buttermilk"", ""1 tsp. vanilla"", ""1 c. chopped nuts"", ""1 3/4 c. flour"", ""1/2 tsp. soda"", ""1/2 tsp. salt"", ""1/2 c. cocoa""]","[""Cream Crisco, sugar and egg."", ""Add buttermilk, vanilla and chopped nuts."", ""Sift flour, soda, salt and cocoa."", ""Chill 1 hour. Grease sheets."", ""Bake at 400\u00b0 for 8 to 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=884914,Gathered,"[""Crisco"", ""sugar"", ""egg"", ""buttermilk"", ""vanilla"", ""nuts"", ""flour"", ""soda"", ""salt"", ""cocoa""]"
52656,Buttermilk Sugar Cookies,"[""1 c. sugar"", ""1/2 c. butter or margarine"", ""pinch of salt"", ""1/2 tsp. vanilla"", ""1 egg"", ""1/2 c. buttermilk"", ""1 tsp. soda"", ""2 1/2 c. flour""]","[""Mix together the sugar, butter, salt, vanilla and egg."", ""Add the buttermilk-soda mixture with flour to first mixture."", ""Mix just enough to be able to handle the dough."", ""Roll out and cut. Sprinkle with sugar; place on cookie sheets."", ""Bake in a 400\u00b0 oven until brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=692925,Gathered,"[""sugar"", ""butter"", ""salt"", ""vanilla"", ""egg"", ""buttermilk"", ""soda"", ""flour""]"
52896,"My Best Rhubarb Pie(Rhubarb Grows Like A Weed, But Such A Tasty Weed!)  ","[""3 c. rhubarb, trimmed, peeled and sliced"", ""2 large eggs (or 3 small)"", ""1 3/4 c. sugar"", ""4 Tbsp. flour"", ""juice and rind of 1/2 lemon *"", ""juice and rind of 1 orange *"", ""1 pie shell and top crust (unbaked)"", ""1 1/3 c. molasses"", ""1 c. brown sugar"", ""1 beaten egg"", ""1 c. softened shortening"", ""1 c. sour milk"", ""1 Tbsp. vinegar"", ""1 rounded Tbsp. soda"", ""1 Tbsp. ginger"", ""1 Tbsp. cinnamon"", ""flour"", ""1 stick butter (margarine)"", ""1 1/2 c. sugar"", ""1 Tbsp. vinegar"", ""3 eggs, beaten"", ""1 tsp. vanilla"", ""pinch of salt"", ""1 unbaked pie shell"", ""1/2 c. melted butter"", ""1 c. brown sugar"", ""1 1/2 heaping tsp. flour"", ""1 1/2 c. milk"", ""2 egg yolks"", ""1 baked pie shell"", ""thin-sliced white bread"", ""any juicy berries"", ""sugar to taste"", ""green tomatoes, sliced thin (enough to fill pie plate)"", ""dash of nutmeg"", ""1/2 c. butter"", ""1 c. sugar"", ""1/2 c. flour"", ""1/2 c. vinegar"", ""crust (top and bottom)""]","[""Place tomatoes in pie shell; sprinkle with nutmeg."", ""Mix together butter, sugar and flour; pour over tomatoes, then pour vinegar over."", ""Add top crust."", ""Bake at 375\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=950662,Gathered,"[""rhubarb"", ""eggs"", ""sugar"", ""flour"", ""lemon"", ""orange"", ""shell"", ""molasses"", ""brown sugar"", ""egg"", ""shortening"", ""sour milk"", ""vinegar"", ""soda"", ""ginger"", ""cinnamon"", ""flour"", ""butter"", ""sugar"", ""vinegar"", ""eggs"", ""vanilla"", ""salt"", ""shell"", ""butter"", ""brown sugar"", ""flour"", ""milk"", ""egg yolks"", ""shell"", ""thin"", ""berries"", ""sugar"", ""green tomatoes"", ""nutmeg"", ""butter"", ""sugar"", ""flour"", ""vinegar"", ""crust""]"
54758,Buttermilk Bread,"[""5 1/2 to 6 1/2 c. unsifted flour"", ""3 Tbsp. sugar"", ""2 1/2 tsp. salt"", ""1/4 tsp. soda"", ""1 pkg. active dry yeast"", ""1 c. buttermilk"", ""1 c. water"", ""1/3 c. margarine"", ""1 c. dates, cut fine"", ""1/2 c. sugar"", ""1/4 c. butter"", ""3/4 c. boiling water"", ""1 egg, well beaten"", ""1 tsp. baking soda"", ""1 3/4 c. flour"", ""1/2 tsp. salt"", ""1/2 c. chopped nuts""]","[""Mix in a bowl dates, sugar, butter and boiling water."", ""Stir until the butter melts."", ""Cool."", ""Stir in egg, baking soda, flour, salt and chopped nuts."", ""Put in a buttered loaf pan, 9 x 5-inches. Bake about 50 minutes at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=843986,Gathered,"[""flour"", ""sugar"", ""salt"", ""soda"", ""active dry yeast"", ""buttermilk"", ""water"", ""margarine"", ""dates"", ""sugar"", ""butter"", ""boiling water"", ""egg"", ""baking soda"", ""flour"", ""salt"", ""nuts""]"
57083,Old Fashion Tea Cakes,"[""4 c. flour"", ""1 tsp. soda"", ""1/2 tsp. salt"", ""1/2 c. sugar"", ""1 1/2 c. butter"", ""1/2 c. buttermilk"", ""2 eggs"", ""1 tsp. vanilla""]","[""Sift-measure flour."", ""Sift again with the other dry ingredients. Combine milk, slightly beaten eggs and vanilla."", ""Add to dry ingredients, beating until smooth."", ""Cover dough tightly and chill overnight or until cold."", ""Turn dough onto floured surface and roll out to about 1/2-inch thickness."", ""Cut out with round cookie cutter or into squares with a knife."", ""Bake on ungreased cookie sheet in hot oven at 425\u00b0."", ""Cool."", ""They will be crisp when cool.""]",www.cookbooks.com/Recipe-Details.aspx?id=667393,Gathered,"[""flour"", ""soda"", ""salt"", ""sugar"", ""butter"", ""buttermilk"", ""eggs"", ""vanilla""]"
57219,Betty'S Brown Bread,"[""1 egg, beaten"", ""2 c. flour"", ""1/2 c. sugar"", ""1 tsp. salt"", ""1 tsp. baking powder"", ""2 c. graham flour"", ""2 to 2 1/2 c. milk"", ""1 tsp. soda"", ""1/2 c. molasses"", ""1 c. raisins"", ""4 1/4 to 4 1/2 c. flour"", ""4 tsp. baking powder"", ""1/2 tsp. soda"", ""1 tsp. salt"", ""3 Tbsp. sugar"", ""1 Tbsp. caraway seed"", ""1 c. dark seedless raisins"", ""2 c. buttermilk"", ""butter and sugar""]","[""Mix 4 cups flour with dry ingredients."", ""Add raisins, mixing them with fingers to separate."", ""Add buttermilk and mix with fork until mixture forms a dough."", ""Sprinkle 1/4 cup flour on surface, turn out and knead dough about 5 minutes."", ""Form into smooth, round loaf.""]",www.cookbooks.com/Recipe-Details.aspx?id=950621,Gathered,"[""egg"", ""flour"", ""sugar"", ""salt"", ""baking powder"", ""graham flour"", ""milk"", ""soda"", ""molasses"", ""raisins"", ""flour"", ""baking powder"", ""soda"", ""salt"", ""sugar"", ""caraway seed"", ""raisins"", ""buttermilk"", ""butter""]"
58177,Orange Slice Cake,"[""1 c. butter"", ""2 c. sugar"", ""5 eggs"", ""1 Tbsp. vanilla"", ""1 (8 oz.) pkg. dates, chopped"", ""1 (1 lb.) pkg. orange slice candy"", ""2 c. chopped pecans"", ""1 (4 oz.) pkg. coconut"", ""4 c. plain flour"", ""1/2 tsp. soda"", ""1 tsp. salt"", ""3/4 c. buttermilk""]","[""Cream butter and sugar."", ""Add eggs one at a time."", ""Add vanilla. Beat well."", ""Add flour alternately with milk."", ""Fold in nuts, dates and candy."", ""Reserve 1/4 cup flour to coat dates, nuts and candy. Spoon into 10-inch tube pan."", ""Bake 2 hours at 300\u00b0."", ""Glaze while hot.""]",www.cookbooks.com/Recipe-Details.aspx?id=970969,Gathered,"[""butter"", ""sugar"", ""eggs"", ""vanilla"", ""dates"", ""orange slice candy"", ""pecans"", ""coconut"", ""flour"", ""soda"", ""salt"", ""buttermilk""]"
59625,Blackberry Jam Cake,"[""1 c. butter"", ""1 1/2 c. sugar"", ""3 c. flour"", ""1 tsp. soda"", ""1/2 tsp. salt"", ""1/4 tsp. allspice"", ""1 tsp. cinnamon"", ""3 eggs"", ""1 c. blackberry jam"", ""1 c. buttermilk"", ""1 Tbsp. vanilla""]","[""Cream sugar and butter; add all dry ingredients together. Alternate with buttermilk."", ""Add beaten eggs, vanilla and blackberry jam."", ""Bake at 350\u00b0 until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=505818,Gathered,"[""butter"", ""sugar"", ""flour"", ""soda"", ""salt"", ""allspice"", ""cinnamon"", ""eggs"", ""blackberry jam"", ""buttermilk"", ""vanilla""]"
61360,Buttermilk Gingerbread,"[""1 1/2 c. all-purpose flour"", ""1/4 tsp. salt"", ""1/2 tsp. soda"", ""1/2 tsp. cinnamon"", ""3/4 tsp. ginger"", ""1/2 tsp. allspice"", ""1/2 c. soft butter"", ""1/2 c. sugar"", ""1 egg"", ""1/2 c. molasses"", ""1/2 c. buttermilk""]","[""Set oven at 350\u00b0."", ""Start oven 10 minutes before baking."", ""Sift flour; measure and resift 3 times with salt, soda and spices with beater."", ""Cream butter until smooth; add sugar and egg and beat until smooth and fluffy."", ""Add molasses and beat hard 2 minutes longer."", ""Add flour mixture and buttermilk alternately."", ""Turn batter into pan and bake 25 to 30 minutes."", ""Serve warm with whipped cream or sauce.""]",www.cookbooks.com/Recipe-Details.aspx?id=286902,Gathered,"[""flour"", ""salt"", ""soda"", ""cinnamon"", ""ginger"", ""allspice"", ""butter"", ""sugar"", ""egg"", ""molasses"", ""buttermilk""]"
64325,Chocolate Sheet Cake,"[""2 1/4 c. plain flour"", ""2 c. sugar"", ""1/2 tsp. salt"", ""4 Tbsp. cocoa"", ""1 c. water"", ""1 stick butter"", ""1/2 c. cooking oil"", ""2 eggs"", ""1/2 c. buttermilk"", ""1 tsp. soda"", ""1 tsp. vanilla""]","[""Combine flour, sugar, salt and cocoa in bowl."", ""Bring to boil water,"", ""butter and cooking oil in saucepan."", ""Then pour in bowl with dry ingredients."", ""Beat well."", ""Then add eggs, buttermilk, soda and vanilla."", ""Beat well and pour into a greased and floured 13 x 9-inch pan."", ""Bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=945937,Gathered,"[""flour"", ""sugar"", ""salt"", ""cocoa"", ""water"", ""butter"", ""cooking oil"", ""eggs"", ""buttermilk"", ""soda"", ""vanilla""]"
64435,Rhubarb Cake,"[""1/2 c. margarine"", ""1 1/2 c. brown sugar"", ""1 egg"", ""2 c. flour"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""1 c. buttermilk or sour milk"", ""1 tsp. soda"", ""2 c. raw chopped rhubarb"", ""1/2 c. white sugar"", ""1 tsp. cinnamon"", ""1 to 2 Tbsp. melted margarine""]","[""Cream the margarine and brown sugar together; add the egg and beat until fluffy. Stir in the dry ingredients, buttermilk and vanilla. Add diced rhubarb and pour into a greased 9 x 13-inch pan."", ""Mix the white sugar and cinnamon together and sprinkle over the batter. Drizzle the melted margarine over the top. Bake at 350\u00b0 for 35 to 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=835283,Gathered,"[""margarine"", ""brown sugar"", ""egg"", ""flour"", ""salt"", ""vanilla"", ""buttermilk"", ""soda"", ""rhubarb"", ""white sugar"", ""cinnamon"", ""margarine""]"
66329,Kringla,"[""1 1/4 c. sugar (the 1/4 c. can be brown sugar)"", ""1/2 c. shortening"", ""1 tsp. vanilla"", ""1 egg, well beaten"", ""1 c. buttermilk or sour milk"", ""3 1/2 c. flour"", ""2 tsp. baking powder"", ""1 tsp. soda"", ""1/4 tsp. salt""]","[""Cream shortening; add sugar gradually."", ""Add egg and beat. Sift flour and dry ingredients together."", ""Add alternately with the buttermilk."", ""Chill for 2 hours or longer."", ""Form figure eights and bake in 450\u00b0 oven for 8 to 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=410164,Gathered,"[""sugar"", ""shortening"", ""vanilla"", ""egg"", ""buttermilk"", ""flour"", ""baking powder"", ""soda"", ""salt""]"
66388,Three Way Chocolate Cookies,"[""1/2 c. butter"", ""1 c. sugar"", ""1 egg"", ""1 tsp. vanilla"", ""1 3/4 c. flour"", ""1/2 tsp. salt"", ""1/2 tsp. baking soda"", ""1/2 c. cocoa"", ""3/4 c. buttermilk"", ""1 c. milk chocolate chips"", ""1 recipe any chocolate frosting""]","[""Cream butter and sugar until light."", ""Add egg and vanilla; beat well."", ""Sift dry ingredients together."", ""Add flour to butter mixture alternately with buttermilk, beating until smooth after each addition."", ""Stir in chocolate pieces."", ""Drop by teaspoon onto a greased cookie sheet."", ""Bake in a hot oven at 400\u00b0 for 8 to 10 minutes."", ""When cool, spread with chocolate frosting.""]",www.cookbooks.com/Recipe-Details.aspx?id=827520,Gathered,"[""butter"", ""sugar"", ""egg"", ""vanilla"", ""flour"", ""salt"", ""baking soda"", ""cocoa"", ""buttermilk"", ""milk chocolate chips"", ""recipe any chocolate frosting""]"
67661,Rich Chocolate Cake,"[""2 c. sugar"", ""1 c. butter"", ""2 eggs"", ""1/2 c. cocoa"", ""1 c. buttermilk"", ""1 c. boiling water"", ""2 tsp. soda"", ""1 tsp. vanilla"", ""3 c. flour"", ""1/2 tsp. salt""]","[""Sift flour, cocoa and salt together three times."", ""Cream sugar and butter; add eggs."", ""Beat well; add milk with soda, then beat in flour and vanilla."", ""Last, add boiling water."", ""Bake in 9 x 13-inch pan at 325\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=650931,Gathered,"[""sugar"", ""butter"", ""eggs"", ""cocoa"", ""buttermilk"", ""boiling water"", ""soda"", ""vanilla"", ""flour"", ""salt""]"
69073,Chocolate Sheet Cake,"[""2 c. flour"", ""2 c. sugar"", ""1 1/2 tsp. salt"", ""1 stick butter"", ""1/2 c. shortening oil"", ""1 tsp. vanilla"", ""1 c. water"", ""3 Tbsp. cocoa"", ""2 eggs, beaten"", ""1 tsp. soda"", ""1/2 c. buttermilk""]","[""Combine flour, sugar and salt."", ""Heat oleo, shortening, water and cocoa."", ""Bring to boil."", ""Pour over flour mixture and mix well. Beat eggs, soda, buttermilk and vanilla."", ""Add to mixture."", ""Bake at 350\u00b0 for about 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1074846,Gathered,"[""flour"", ""sugar"", ""salt"", ""butter"", ""shortening oil"", ""vanilla"", ""water"", ""cocoa"", ""eggs"", ""soda"", ""buttermilk""]"
70016,Rhubarb Cake,"[""3/4 c. brown sugar"", ""3/4 c. granulated sugar"", ""1/2 c. butter or margarine"", ""1 tsp. vanilla"", ""1 egg"", ""1 c. buttermilk or sour milk with 1 tsp. baking soda"", ""2 c. flour"", ""1 1/2 c. chopped raw rhubarb""]","[""Mix ingredients as listed."", ""Mix well after each addition."", ""Fold in rhubarb last."", ""Pour in baking dish."", ""Mix 1/2 cup brown sugar, 1 teaspoon cinnamon, 1/2 cup chopped nuts well."", ""Sprinkle over top of cake and cut into cake with knife."", ""Bake at 350\u00b0 for 40 to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=253161,Gathered,"[""brown sugar"", ""sugar"", ""butter"", ""vanilla"", ""egg"", ""buttermilk"", ""flour"", ""rhubarb""]"
